event_id,ALTERNATIVE_PAYMENT,RECOVERY_REMINDER,RETRY_LATER,HUMAN_ESCALATION
EVT_00000008,3058.339498365582,3981.6838188777465,2818.6723201160307,-inf
EVT_00000011,2014.7105960098884,2616.147751445802,1855.1213325197575,-inf
EVT_00000022,2515.4092833737386,2460.521487990165,2282.9639181580724,-inf
EVT_00000026,3552.750065785706,4628.595245351033,3275.146637222792,-inf
EVT_00000027,2635.1498617340303,2325.3321381070555,1977.2275994289885,-inf
EVT_00000028,2958.1354996376613,2103.6904023918282,1501.9750283132917,-inf
EVT_00000036,492.9874941914531,253.6533284617782,252.6077168167924,-inf
EVT_00000041,14838.959587354913,8246.908447521335,6163.241933983259,-inf
EVT_00000049,1846.5490833679846,1813.3212666904183,1487.6033636291809,-inf
EVT_00000054,1414.355797444532,1830.6136129734425,1300.8319124394254,-inf
EVT_00000055,2229.88950899179,2193.915620237979,1797.4652643253291,-inf
EVT_00000074,1121.0701931660778,875.7812153551312,604.3605508550887,-inf
EVT_00000082,9374.3155377826,4280.346398457025,3278.978283631811,5071.308730215498
EVT_00000088,784.0349442556333,645.3781872725668,514.7882483593556,-inf
EVT_00000091,4996.882409636771,3567.337772906614,2540.582178930926,-inf
EVT_00000092,359.7203884576049,298.7607375772608,234.975872063496,-inf
EVT_00000094,395.6322165694741,343.60758262484717,241.26107747160893,-inf
EVT_00000105,7560.345143789003,6350.068421848398,4458.917845147217,4302.544669550508
EVT_00000123,4302.84001763963,4252.016477957478,3473.073527172675,-inf
EVT_00000130,1209.2114595223277,959.1145987394979,633.8199756981305,-inf
EVT_00000137,1762.6398986107813,1599.9621914749364,1092.1543328552839,-inf
EVT_00000139,4184.8717068641145,4134.893237157495,3377.717330551013,-inf
EVT_00000157,2281.959124719199,1739.7979079935003,1420.0446341956217,-inf
EVT_00000170,2141.442260871033,2781.9697777072097,1972.1288440605376,-inf
EVT_00000192,3407.62113521931,3111.789656115764,2116.072089756813,-inf
EVT_00000215,3411.9366881419196,1545.1819686971116,1190.2580371147897,-inf
EVT_00000219,12207.216315200098,15952.530200843446,11265.553459915132,9240.817875523857
EVT_00000231,1828.946983373783,1795.8452599335753,1473.375226454315,-inf
EVT_00000233,3082.867117679272,2577.5103122397327,1815.243028472264,-inf
