event_id,ALTERNATIVE_PAYMENT,RECOVERY_REMINDER,RETRY_LATER,HUMAN_ESCALATION
EVT_00000008,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000011,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000022,0.522304761102359,0.5150605874588693,0.47507753731495406,0.3787588174540968
EVT_00000026,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000027,0.6221167911775471,0.5536954558799219,0.4679722741570593,0.39003701294281856
EVT_00000028,0.502310300733506,0.36061619382241444,0.2558939844921416,0.28425806368683304
EVT_00000036,0.47465169905688553,0.26347527845505925,0.2480264548653441,0.2798501533888704
EVT_00000041,0.3565802704854569,0.19865384988363072,0.1482228834367727,0.21636801053172755
EVT_00000049,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000054,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000055,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000074,0.4713785564214801,0.37665086337821074,0.2562190115777321,0.2749406205665731
EVT_00000082,0.42088796279314916,0.19307692680670763,0.14744403728292654,0.23891608745480447
EVT_00000088,0.49266994109314644,0.41810870131492195,0.32662325522141233,0.3436986231273925
EVT_00000091,0.502310300733506,0.36061619382241444,0.2558939844921416,0.28425806368683304
EVT_00000092,0.5266230232005575,0.46665896259133144,0.35131958959330084,0.31043490364272275
EVT_00000094,0.36782125172643815,0.3380477892775701,0.22895015616404546,0.24753684170055873
EVT_00000105,0.4346179930411984,0.36619311689933753,0.2566151383382954,0.2617099867637561
EVT_00000123,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000130,0.39517360071972674,0.3199773194789124,0.20876810918417968,0.23141687525760574
EVT_00000137,0.36782125172643815,0.3380477892775701,0.22895015616404546,0.24753684170055873
EVT_00000139,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000157,0.5589037073269127,0.43101454547076606,0.3490258526240097,0.32519212962089905
EVT_00000170,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000192,0.36782125172643815,0.3380477892775701,0.22895015616404546,0.24753684170055873
EVT_00000215,0.42088796279314916,0.19307692680670763,0.14744403728292654,0.23891608745480447
EVT_00000219,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000231,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000233,0.4346179930411984,0.36619311689933753,0.2566151383382954,0.2617099867637561
EVT_00000235,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000252,0.42297060237578876,0.38996337369315454,0.3045589223978117,0.3295254780641951
EVT_00000254,0.38393261947874546,0.18058338008497302,0.12804083645690692,0.20024804408877456
EVT_00000260,0.5558830249437807,0.5401443195162856,0.444449546884332,0.40854350644931203
EVT_00000273,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000275,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000278,0.6221167911775471,0.5536954558799219,0.4679722741570593,0.39003701294281856
EVT_00000282,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000288,0.42297060237578876,0.38996337369315454,0.3045589223978117,0.3295254780641951
EVT_00000299,0.5558830249437807,0.5401443195162856,0.444449546884332,0.40854350644931203
EVT_00000304,0.39150280569672447,0.20911159636250393,0.14779506653536426,0.22959864433454447
EVT_00000333,0.39107125172643814,0.36607410506704374,0.3360619982693086,0.2997407890689798
EVT_00000337,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000339,0.5589037073269127,0.43101454547076606,0.3490258526240097,0.32519212962089905
EVT_00000352,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000353,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000370,0.5266230232005575,0.46665896259133144,0.35131958959330084,0.31043490364272275
EVT_00000380,0.48589268029786675,0.40286921784899865,0.32875372759261684,0.3110189845577016
EVT_00000385,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000394,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000395,0.38393261947874546,0.18058338008497302,0.12804083645690692,0.20024804408877456
EVT_00000399,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000408,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000409,0.502310300733506,0.36061619382241444,0.2558939844921416,0.28425806368683304
EVT_00000455,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000457,0.4321289440341304,0.33247086620064703,0.2281713100101993,0.27008491862363565
EVT_00000482,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000497,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000517,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000523,0.3565802704854569,0.19865384988363072,0.1482228834367727,0.21636801053172755
EVT_00000527,0.49266994109314644,0.41810870131492195,0.32662325522141233,0.3436986231273925
EVT_00000531,0.46340993934992325,0.34812264710067986,0.23792805780138265,0.24559002032080315
EVT_00000547,0.3565802704854569,0.19865384988363072,0.1482228834367727,0.21636801053172755
EVT_00000564,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000581,0.522304761102359,0.5150605874588693,0.47507753731495406,0.3787588174540968
EVT_00000583,0.49783107689183276,0.48563295587992195,0.37094102415705926,0.32655487008567574
EVT_00000611,0.4321289440341304,0.33247086620064703,0.2281713100101993,0.27008491862363565
EVT_00000617,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000621,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000627,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000628,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000633,0.502310300733506,0.36061619382241444,0.2558939844921416,0.28425806368683304
EVT_00000634,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000642,0.38393261947874546,0.18058338008497302,0.12804083645690692,0.20024804408877456
EVT_00000653,0.36782125172643815,0.3380477892775701,0.22895015616404546,0.24753684170055873
EVT_00000655,0.4321289440341304,0.33247086620064703,0.2281713100101993,0.27008491862363565
EVT_00000677,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000687,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000697,0.42088796279314916,0.19307692680670763,0.14744403728292654,0.23891608745480447
EVT_00000698,0.4346179930411984,0.36619311689933753,0.2566151383382954,0.2617099867637561
EVT_00000708,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000709,0.5558830249437807,0.5401443195162856,0.444449546884332,0.40854350644931203
EVT_00000710,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000716,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000735,0.4117296211348075,0.25056943429921513,0.22383164967053892,0.2983566468953639
EVT_00000739,0.40274378693770574,0.34850553575644333,0.228522339262637,0.26076747550337565
EVT_00000743,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000765,0.46340993934992325,0.34812264710067986,0.23792805780138265,0.24559002032080315
EVT_00000771,0.42088796279314916,0.19307692680670763,0.14744403728292654,0.23891608745480447
EVT_00000774,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000775,0.45909167725172473,0.3942194326888112,0.35579276991724285,0.31391393413217716
EVT_00000778,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000780,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000785,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000794,0.4117296211348075,0.25056943429921513,0.22383164967053892,0.2983566468953639
EVT_00000804,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000805,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000807,0.40274378693770574,0.34850553575644333,0.228522339262637,0.26076747550337565
EVT_00000815,0.39517360071972674,0.3199773194789124,0.20876810918417968,0.23141687525760574
EVT_00000816,0.49783107689183276,0.48563295587992195,0.37094102415705926,0.32655487008567574
EVT_00000820,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000821,0.5589037073269127,0.43101454547076606,0.3490258526240097,0.32519212962089905
EVT_00000830,0.5558830249437807,0.5401443195162856,0.444449546884332,0.40854350644931203
EVT_00000847,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000854,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000855,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000867,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000869,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000871,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000879,0.5558830249437807,0.5401443195162856,0.444449546884332,0.40854350644931203
EVT_00000885,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000886,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000917,0.39517360071972674,0.3199773194789124,0.20876810918417968,0.23141687525760574
EVT_00000928,0.5558830249437807,0.5401443195162856,0.444449546884332,0.40854350644931203
EVT_00000935,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000957,0.5655233845841404,0.47977718664915275,0.3701838126185978,0.34910294700875266
EVT_00000962,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000967,0.6233113557994501,0.815571642049025,0.5754845147589024,0.48460962801751273
EVT_00000969,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000972,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000975,0.39517360071972674,0.3199773194789124,0.20876810918417968,0.23141687525760574
EVT_00000978,0.5803527858292663,0.5761954090617544,0.46911101796458604,0.3761516484645756
EVT_00000982,0.5266230232005575,0.46665896259133144,0.35131958959330084,0.31043490364272275
EVT_00000983,0.49266994109314644,0.41810870131492195,0.32662325522141233,0.3436986231273925
